2020-07-28,7591EP308,RFPRA,REGIONS FINANCIAL CORP DEPOSIT
2020-07-30,7591EP506,RFPRB,REGIONS FINL CORP NEW DEP SHS
2020-07-30,7591EP704,RFPRC,REGIONS FINL CORP NEW DEP SHS
2020-07-31,8342EP107,XPL,SOLITARIO ZINC CORP.
2020-07-29,8676EP108,STKL,SUNOPTA INC
2017-06-14,8867EQ101,TIGR,TIGERLOGIC CORPORATION COM STK
2014-08-28,9415EQ108,WFIFF,WaterFurnace Renewable Energy
2014-07-07,00006K026,TESTB,CLOSEOUT TEST C#2
2014-05-05,00006K034,TESTC,CLOSEOUT TEST C#3
2014-07-25,00006K042,TESTD,CLOSEOUT TEST C#4
2014-07-07,00006K059,TESTE,CLOSEOUT TEST C#5
2014-05-05,00006K067,TESTF,CLOSEOUT TEST C#6
2014-05-05,00006K075,TESTG,CLOSEOUT TEST C#7
2014-05-05,00006K083,TESTH,CLOSEOUT TEST C#8
2014-05-05,00006K091,TESTI,CLOSEOUT TEST C#9
2014-05-08,00006K133,TESTM,CLOSEOUT TEST C#13
2019-10-02,00037T103,AAPJ,"AAP, INC. COMMON STOCK"
2020-05-15,00037W106,ABTO,AB&T Financial Corporation (NC
2013-08-21,00077C408,AGRPY,ABSA GROUP LTD SPONS ADR REP 2
2020-07-31,00080Q105,AAVMY,ABN AMRO BK N V AMSTERDAM BRH
2020-07-29,00081T108,ACCO,ACCO BRANDS CORPORATION
2019-03-11,00083U103,ABQQ,AB INTL GROUP CORP
2020-07-27,00083U202,ABQQ,AB INTL GROUP CORP COM NEW
2015-08-31,00084J107,ABOT,ABT MNG INC
2017-03-09,00084L102,ABOT,ABT HLDGS INC COM (ID)
2020-03-05,00087D107,AMCY,"ACS GLOBAL, INC. COMMON STOCK"
2014-04-30,00089G108,ADBI,ADB INTL GRP INC COM STK (NJ)
2014-10-08,00089G207,ADBI,"ADB INTERNATIONAL GROUP, INC."
2020-07-31,00089H106,ACSAY,ACS Actividades De Construccio
2018-04-11,00089L107,DRWN,A CLEAN SLATE INC COM
2020-06-30,00089T100,ADMQ,ADM ENDEAVORS INC COM
2015-01-14,00089Y109,AQFD,A CLASSIFIED AD INC COMMON STO
2020-07-31,00090Q103,ADT,ADT INC DEL
2018-04-09,00090X108,ACPS,AC PARTNERS INC
2016-05-03,00101J106,ADT,ADT CORP
2020-07-27,00101U101,ADGS,ADGS ADVISORY INC COM STK (DE)
2014-10-28,00101Y103,ACSX,A.C. SIMMONDS AND SONS INC. CO
2014-01-17,00104Q107,AFCE,AFC ENTERPRISES INC
2015-04-27,00107N101,AFAN,AF OCEAN INVESTMENT MANAGEMENT
2020-07-31,00108J109,ACMR,ACM RESH INC CL A
2018-10-26,00108M102,AGNUQ,AG&E HLDGS INC COM STK (IL)
2016-12-13,00108M102,WGA,AG&E HLDGS INC COM STK (IL)
2020-06-19,00109C103,ASGLY,AGC INC (JAPAN)
2020-07-31,00110G101,MOM,AGF INVTS TR AGFIQ US MKT NEUT
2020-06-25,00110G200,CHEP,AGF INVTS TR AGFIQ US MKT NEUT
2019-12-27,00110G309,SIZ,AGF INVTS TR AGFIQ US MKT NEUT
2020-07-29,00110G408,BTAL,AGF INVTS TR AGFIQ US MKT NEUT
2020-07-14,00110G507,USHG,AGF INVTS TR AGFIQ DYNAMIC HED
2020-07-14,00110G606,GLIF,AGF INVTS TR FQF TR AGFIQ GLOB
2020-06-04,00110G887,DIVA,AGF INVTS TR AGFIQ HEDGED DIVI
2013-01-25,00119P102,NIE,AGIC EQUITY & CONV INCOME FD C
2013-01-25,00119Q100,NAI,AGIC INTL & PREM STRATEGY FD C
2013-02-05,00119Q100,NAIXXXX,AGIC INTL & PREM STRATEGY FD C
2013-01-18,00119R108,NGZ,AGIC GLOBAL EQUITY & CONV INC
2020-07-31,00123Q104,AGNC,AGNC INVT CORP COM
2017-09-18,00123Q203,AGNCP,AGNC INVT CORP CUM REDEEMABLE
2019-11-22,00123Q302,AGNCB,AGNC INVT CORP DEP SHS REPSTG
2020-07-27,00123Q500,AGNCN,AGNC INVT CORP DEP SHS REPSTG
2020-07-15,00123Q609,AGNCM,AGNC INVT CORP CUM RED PFD SER
2019-03-06,00123Q609,AGNCO,AGNC INVT CORP CUM RED PFD SER
2020-07-22,00123Q807,AGNCO,AGNC INVT CORP DEP SH REP 1/10
2020-07-31,00123Q872,AGNCP,AGNC INVT CORP DEP SHS REPSTG
2020-07-31,00130H105,AES,THE AES CORPORATION
2020-06-25,00135T104,AIBGY,AIB GROUP PLC (IRELAND)
2013-07-26,00150P102,AJSB,AJS BANCORP INC (ILLINOIS)
2020-07-14,00162Q106,RDOG,ALPS ETF TRUST ALPS REIT DIVID
2020-07-31,00162Q205,EQL,ALPS ETF TR EQUAL SECTOR WEIGH
2016-03-16,00162Q304,CRBQ,ALPS ETF TR
2020-07-31,00162Q452,AMLP,ALPS ETF TR ALERIAN MLP ETF
2020-07-31,00162Q460,ACES,ALPS ETF TR CLEAN ENERGY ETF
2020-07-31,00162Q478,DTEC,ALPS ETF TR DISRUPTIVE TECHNOL
2018-10-19,00162Q486,SWIN,ALPS ETF TR ALPS/DORSEY WRIGHT
2019-02-22,00162Q494,BUZ,ALPS ETF TRUST BUZZ US SENTIME
2020-07-28,00162Q510,RFFC,ALPS ETF TR RIVERFRONT DYNAMIC
2020-07-17,00162Q528,RFDA,ALPS ETF TR RIVERFRONT DYNAMIC
2020-07-21,00162Q536,RFCI,ALPS ETF TR RIVERFRONT DYNAMIC
2020-07-24,00162Q544,RFUN,ALPS ETF TR RIVERFRONT UNCONST
2016-05-31,00162Q551,PUTX,ALPS ETF TR ENHANCED PUT WRITE
2016-02-23,00162Q569,SLOW,ALPS ETF TR SECTOR LOW VOLATIL
2016-02-25,00162Q577,SLDR,ALPS ETF TR SECTOR LEADERS ETF
2019-07-22,00162Q585,SGDJ,ALPS ETF TR SPROTT JUNIOR GOLD
2019-07-24,00162Q585,SGDJXXXX,ALPS ETF TR SPROTT JUNIOR GOLD
2020-07-10,00162Q593,SBIO,ALPS ETF TR MEDICAL BREAKTHROU
2016-02-08,00162Q635,STXX,ALPS ETF TRSTOXX EUROPE 600 ET
2019-07-22,00162Q643,SGDM,ALPS ETF SPROTT GOLD MINERS ET
2019-07-24,00162Q643,SGDMXXXX,ALPS ETF SPROTT GOLD MINERS ET
2019-04-30,00162Q650,EQLT,ALPS ETF TR WORKPLACE EQUALITY
2020-07-27,00162Q668,EDOG,ALPS ETF EMERGING SECTOR DIVI
2020-07-31,00162Q676,ENFR,ALERIAN ENERGY INFRASTRUCTURE
2020-07-30,00162Q718,IDOG,ALPS ETF TR INTL SECTOR DIVID
2020-07-10,00162Q726,BFOR,ALPS ETF TR BARRONS 400 ETF
2017-06-27,00162Q734,HVPW,ALPS US EQTY HIGH VOLATILITY P
2014-08-06,00162Q742,GSRA,ALPS/GS RISK-ADJUSTED RETURN U
2014-06-09,00162Q759,GSAX,ALPS ETF TR GS MOMENTUM BUILDE
2014-04-08,00162Q767,GSMA,ALPS/GS MOMENTUM BUILDER MULTI
2014-08-27,00162Q775,GSGO,ALPS ETF TR GS MOMENTUM BUILDE
2020-07-31,00162Q783,RIGS,RIVERFRONT STRATEGIC INCOME FD
2016-07-14,00162Q791,SPXH,ALPS ETF TR JANUS VELOCITY VOL
2016-07-15,00162Q817,TRSK,ALPS ETF TR JANUS VELOCITY TAI
2014-09-15,00162Q825,ASDR,VELOCITYSHARES EMERGING ASIA
2014-05-16,00162Q833,RUDR,VELOCITYSHARES RUSSIA SELECT
2013-12-23,00162Q841,EMDR,VELOCITYSHARES EMERGING MARKET
2020-07-30,00162Q858,SDOG,ALPS SECTOR DIVIDEND DOGS ETF
2020-05-18,00162Q866,AMLP,ALPS ETF TR ALERIAN MLP ETF
2020-05-19,00162Q866,AMLPXXXX,ALPS ETF TR ALERIAN MLP ETF
2020-07-31,00163U106,AMAG,AMAG PHARMACEUTICALS INC COM S
2020-07-30,00164V103,AMCX,AMC NETWORKS INC CLASS A COM
2020-07-31,00165C104,AMC,AMC ENTMT HLDGS INC CL A COM S
2020-07-27,00165R101,AMCI,AMCI ACQUISITION CORP CL A
2020-07-27,00165R119,AMCIW,AMCI ACQUISITION CORP RED WT E
2020-07-31,00165R200,AMCIU,AMCI ACQUISITION CORP UNIT 1 C
2020-07-30,00166B105,ALXO,ALX ONCOLOGY HLDGS INC
2017-10-13,00167X205,AMFW,AMEC FOSTER WHEELER PLC
2014-03-17,00169X203,AMGZO,AMG Capital Trust 1 5.1% Tr Pf
2020-06-01,00170F209,AATRL,AMG CAP TR II 5.15 CONV TR PFD
2020-07-30,00175J107,POWW,AMMO INC
2020-07-31,00180G106,HKIB,AMTD INTL INC SPONSORED ADS
2020-05-06,00180L105,SYUP,ANBC INC COM
2020-07-31,00181T107,AMRK,"A-MARK PRECIOUS METALS, INC CO"
2020-07-27,00182C103,ANIP,ANI PHARMACEUTICALS INC
2020-07-31,00183L102,ANGI,HOMESERVICES INC. CLASS A COMM
2015-06-29,00184X105,AOL,AOL INC COMMON STOCK
2016-04-26,1.87E+205,ATNY,API TECHNOLOGIES CORP. COMMON
2020-07-30,00187Y100,APG,API GROUP CORP COM
2020-07-29,00191G103,ARC,ARC DOCUMENT SOLUTIONS INC COM
2017-04-07,00191J107,MTVX,APT MOTO VOX GROUP INC COMMON
2016-08-04,00191R109,AUMA,AR CAPITAL ACQUISITION CORP CO
2016-10-12,00191R117,AUMAW,AR CAPITAL ACQUISITION CORP WA
2016-08-08,00191R208,AUMAU,AR CAPITAL ACQUISITION CORP UN
2020-07-30,00191U102,ASGN,ASGN INC COM
2020-07-30,00202F102,AMKBY,A.P. MOLLER-MAERSK A/S UNSPONS
2014-01-16,00202J203,APPA,AP PHARMA INC COM STK
2018-05-01,00205P206,ASBN,ASB FINANCIAL CORP. NEW
2020-07-22,00206R102,T,AT&T INC. COM
2020-07-29,00206R300,TBB,AT&T INC 5.350% GLOBAL NTS
2020-07-27,00206R409,TBC,AT&T INC GLOBAL NT (DE)
2020-07-31,00206R508,TPRA,AT&T INC DEP SHS REPSTG 1/1000
2020-07-30,00206R706,TPRC,AT&T INC DEP SHS REPSTG 1/1000
2019-08-05,00207F107,ATIW,ATI NETWORKS INC
2014-04-24,00207R101,ATMI,A T M I INC
2020-07-22,00208D408,AETUF,ARC RESOURCES LTD. ORDINARY SH
2014-08-01,00208J108,ATPAQ,ATP OIL & GAS CORPORATION
2015-08-07,00208J801,ATPGQ,ATP OIL & GAS CORP PERP PFD CO
2020-07-21,00211V106,AACG,ATA CREATIVITY GLOBAL SPONSORE
2013-03-04,00211Y100,ABIO,ARCA BIOPHARMA INC (US)
2015-09-04,00211Y209,ABIO,ARCA BIOPHARMA INC (US)
2015-09-08,00211Y209,ABIOXXXX,ARCA BIOPHARMA INC (US)
2019-03-26,00211Y407,ABIO,ARCA BIOPHARMA INC (US)
2019-04-05,00211Y407,ABIOXXXX,ARCA BIOPHARMA INC (US)
2020-07-31,00211Y506,ABIO,ARCA BIOPHARMA INC COM PAR $.0
2020-07-21,2.12E+105,ASXFY,ASX Ltd Unsponsored ADR (Austr
2020-07-31,00212G108,ASMVY,Asm Pacific Technology Ltd Uns
2020-07-31,00212V105,ASOMY,ASOS PLC UNSPON ADR (UK)
2020-07-31,00213H105,ARCW,ARC GROUP WORLDWIDE INC COM ST
2018-07-09,00213J101,ATCV,ATC VENTURE GROUP INC COM STK
2017-10-03,00213T109,ASBB,ASB BANCORP INC N C
2020-03-18,00214P106,IPTK,"AS-IP TECH, INC. COMMON STOCK"
2020-07-31,00214Q104,ARKK,ARK ETF TR INNOVATION ETF (DE)
2020-07-31,00214Q203,ARKQ,ARK AUTONOMOUS TECHNOLOGY & RO
2020-07-30,00214Q302,ARKG,ARK GENOMIC REVOLUTION ETF (DE
2020-07-31,00214Q401,ARKW,ARK NEXT GENERATION INTERNET E
2020-07-31,00214Q500,PRNT,ARK ETF TR 3D PRINTING ETF
2020-07-28,00214Q609,IZRL,ARK ETF TR ISREAL INNOVATIVE T
2020-07-31,00214Q708,ARKF,ARK ETF TR FINTECH INNOVATION
2020-07-30,00215F107,ATNI,ATN INTL INC COM
2017-10-25,00215H103,ATMO,ATI MODULAR TECHNOLOGY CORP CO
2019-08-23,00215L104,ASV,ASV HLDGS INC COM
2018-03-01,00215Q103,AROPQ,ARO LIQ INC
2019-11-15,00215R101,ASIN,AS CAP INC COM
2020-07-31,00215W100,ASX,ASE TECHNOLOGY HLDG CO LTD SPO
2020-01-15,00216B105,ATIN,ATI NATIONWIDE HLDG
2018-01-05,00216Q102,ASCW,ASC BIOSCIENCES INC
2018-12-27,00225A106,CGAAY,A2B AUSTRALIA LTD ADR(AUSTRALI
2018-09-24,00234P102,AVHI,A V HOMES INC
2015-08-07,00241A205,AVPI,AVP INC NEW
2020-01-23,00241Q309,AVOP,AV1 GROUP INC COM
2019-01-31,00244W303,AWGL,"AWG , LTD NEW"
2014-06-30,00246U107,AWGI,AWG INTERNATIONAL WATER CORP (
2020-07-21,00246W103,AXTI,AXT INC
2013-11-29,00247X100,AAAE,AAA Energy Inc. Common Stock
2020-07-31,00249N100,AYRSF,AYR STRATEGIES INC SUB VTG SH
2018-09-18,00252R303,AAXT,"Aamaxan Transport Group, Inc."
2013-10-16,00253U305,ASTM,AASTROM BIOSCIENCES INC COM ST
2014-11-26,00253U404,ASTM,AASTROM BIOSCIENCES INC COM ST
2013-01-07,00258C201,ABBRF,ABBASTAR RES CORP COM SHS
2013-02-27,00258C300,ABBRF,ABBASTAR RES CORP. COMMON SHAR
2017-01-05,00258J107,ABKI,"ABAKAN, INC. COMMON STOCK"
2020-06-11,00258K104,ABAHF,ABACUS HEALTH PRODS INC COM SU
2015-08-27,00258L102,SARSF,ABBA MEDIX GROUP INC COM
2014-08-19,00287T209,ABBY,ABBY INC COM STK (CO)
2017-07-03,00287T308,ABBY,"ABBY, INC COMMON STOCK"
2017-01-17,00287V105,ABCE,ABCO ENERGY INC (NEW) COM STK
2018-12-21,00287V204,ABCE,ABCO ENERGY INC
2017-02-08,00287V204,ABCED,ABCO ENERGY INC
2020-07-02,00287V303,ABCE,ABCO ENERGY INC COM PAR $0.001
2019-01-23,00287V303,ABCED,ABCO ENERGY INC COM PAR $0.001
2020-07-29,00287Y109,ABBV,ABBVIE INC COM STK (DE)
2020-07-31,2.88E+302,ABMBF,ABCOURT MINES INC CL-B (F)
2015-12-03,00289R102,ABGOY,Abengoa Sa Unsponsored ADR (Sp
2016-05-12,00289R201,ABGBY,ABENGOA SA SPONSORED ADR REPST
2020-07-30,00289Y107,ABEO,ABEONA THERAPEUTICS INC
2019-12-11,00289Y115,ABEOW,ABEONA THERAPEUTICS INC WT PUR
2017-08-15,00300A104,ABDNY,ABERDEEN ASSET MGMT PLC UNSPON
2018-05-01,00301L109,ISL,ABERDEEN ISRAEL FUND INC (THE)
2018-05-01,00301T102,ABE,ABERDEEN EMERGING MKTS SMALLER
2020-07-31,00301W105,AEF,ABERDEEN EMERGING MARKETS EQUI
2020-07-28,00302L108,AWP,ABERDEEN GLOBAL PREMIER PPTYS
2020-07-22,00302M106,AGD,ABERDEEN GLOBAL DYNAMIC DIVID
2018-05-07,00302M106,AGDZZZZ,ABERDEEN GLOBAL DYNAMIC DIVID
2018-04-20,00305P106,IF,"ABERDEEN INDONESIA FUND, INC C"
2020-07-30,00306J109,JEQ,ABERDEEN JAPAN EQUITY FD INC C
2018-04-30,00306K106,LAQ,ABERDEEN
2020-07-31,00326A104,SGOL,ABERDEEN STANDARD PHYSICAL GOL
2020-07-31,00326L100,AOD,ABERDEEN TOTAL DYNAMIC DIVID F
2018-05-07,00326L100,AODZZZZ,ABERDEEN TOTAL DYNAMIC DIVID F
2020-07-31,00326W106,ASGI,ABERDEEN STD GLOBAL INFRASTRUC
2018-06-21,00372Y105,ABLX,ABLYNX NV SPONSORED AMERICAN D
2019-08-12,00373L102,ABNRY,ABNAMRO GROUP NV (NETHERLANDS)
2020-07-28,00386B109,ALSWF,ABSOLUTE SOFTWARE CORP
2020-06-26,00387N102,AHFI,ABSOLUTE HEALTH & FITNESS INC
2020-06-10,00389L104,ACCA,ACACIA DIVERSIFIED HLDGS INC
2018-09-12,00400H108,ABHD,ABTECH HLDGS INC COM STK (NV)
2019-03-13,00400H207,ABHD,ABTECH HLDGS INC COM NEW
2019-10-29,00400R106,WBIA,ABSOLUTE SHS TR WBI BULLBEAR R
2019-10-29,00400R205,WBIB,ABSOLUTE SHS TR
2019-10-29,00400R304,WBIC,ABSOLUTE SHS TR
2019-10-29,00400R403,WBID,ABSOLUTE SHS TR
2020-07-31,00400R502,WBIE,ABSOLUTE SHS TR WBI BULLBEAR R
2020-07-31,00400R601,WBIF,ABSOLUTE SHS TR WBI BULLBEAR V
2020-06-24,00400R700,WBIG,ABSOLUTE SHS TR WBI BULLBEAR Y
2020-04-28,00400R809,WBIL,ABSOLUTE SHS TR WBI BULLBEAR Q
2020-07-30,00400R833,WBIN,ABSOLUTE SHS TR WBI BULLBEAR T
2020-07-31,00400R841,WBIT,ABS SHS TRWBI BULLBEAR TREND S
2020-07-31,00400R858,WBIY,ABSOLUTE SHS TR WBI PWR FACTOR
2019-03-15,00400R866,WBIR,ABSOLUTE SHS TR WBI BULLBEAR G
2020-07-30,00400R874,WBII,ABSOLUTE SHS TR BULLBEAR GLOBA
2019-06-14,00400R882,WBIH,ABSOLUTE SHS TR WBI BULLBEAR G
2020-07-29,00400T102,AGRPY,ABSA GROUP LTD (SOUTH AFRICA)
2017-08-10,00400X103,ABGLY,ACACIA MNG PLC ADR (UK)
2020-07-24,00401C108,ACIA,ACACIA COMMUNICATIONS INC COM
2020-07-24,00404A109,ACHC,ACADIA HEALTHCARE CO INC COM S
2020-07-31,00430H102,AXDX,ACCELERATE DIAGNOSTICS INC STK
2015-10-15,00430K105,ACST,ACASTI PHARMA INC CL A SHS (CD
2020-07-27,00430K402,ACST,ACASTI PHARMA INC CL A SHS (CD
2015-11-05,00430L103,ABPI,ACCENTIA BIOPHARMACUETICALS IN
2014-10-10,00430M101,ACLZ,ACCELERIZE NEW MEDIA INC COM S
2014-05-05,00430U103,ACCL,ACCELRYS INC
2014-10-31,00431M308,ACCP,"Access Pharmaceuticals, Inc. N"
2020-07-17,00431N108,ACCR,"ACCESS-POWER & CO, INC. COMMON"
2014-07-24,00433U100,ACLP,ACCELPATH INC COM STK (DE)
2016-04-27,00433U209,ACLP,"ACCELPATH, INC. COMMON STOCK"
2013-12-11,00434F102,ALZH,ACCELERITAS CORPORATION COMMON
2020-07-28,00434H108,XLRN,ACCELERON PHARMA INC
2015-02-09,00434L109,L109PS,ACCESS MIDSTREAM PARTNERS LP U
2019-11-05,00434W105,ACNV,"ACCELERA INNOVATIONS, INC. COM"
2019-10-24,00435A102,ACLZ,ACCELERIZE INC. COMMON STOCK
2015-03-04,00435F200,F200PS,ACCOR S A UNSPONSORED ADR (FRA
2020-07-30,00435F309,ACCYY,ACCOR S A (FRANCE)
2020-06-03,00435L108,ACCFF,ACCORD FINL CORP COM (CDA)
2016-12-06,00436B109,ACGFY,ACCORDIA GOLF CO LTD SPON ADR
2019-04-18,00436J102,ATHC,ACCELERATED TECHNOLOGIES HLDG
2020-07-30,00436Q106,ACEL,ACCEL ENTMT INC COM CL A-1 (IL
2020-06-15,00436Q114,ACELWS,ACCEL ENTMT INC WT EXP 11/20/2
2015-06-18,00437A100,ACCE,"ACCRES HOLDING, INC. COMMON ST"
2020-07-30,4.37E+104,ACCD,ACCOLADE INC COM
2016-01-05,00438G205,AHHAP,ACCREDITED MTG LN REIT TR PREF
2017-02-01,00438V103,ACHI,"ACCRETIVE HEALTH, INC COMMON S"
2016-11-18,00439T206,ACW,ACCURIDE CORPORATION NEW COMMO
2015-09-24,00439V102,VXUP,ACCUSHARES COMMODITIES TR I AC
2015-09-22,00439V201,VXDN,ACCUSHARES COMMODITIES TR I AC
2016-09-13,00439V763,VXDN,ACCUSHARES TR I
2016-08-15,00439V763,VXDNZZZZ,ACCUSHARES TR I
2016-09-13,00439V771,VXUP,ACCUSHARES TR I
2016-08-15,00439V771,VXUPZZZZ,ACCUSHARES TR I
2016-06-15,00439V789,VXDN,ACCUSHARES COMMODITIES TR I AC
2015-10-23,00439V789,VXDNZZZZ,ACCUSHARES COMMODITIES TR I AC
2016-06-21,00439V797,VXUP,ACCUSHARES TR I ACCUSHARES SPO
2016-06-27,00439V797,VXUPXXXX,ACCUSHARES TR I ACCUSHARES SPO
2015-10-23,00439V797,VXUPZZZZ,ACCUSHARES COMMODITIES TR I AC
2015-10-22,00439V813,VXDN,ACCUSHARES COMMODITIES TR I AC
2015-10-22,00439V821,VXUP,ACCUSHARES COMMODITIES TR I AC
2015-10-26,00439V821,VXUPXXXX,ACCUSHARES COMMODITIES TR I AC
2016-08-26,00439V870,OILD,ACUSHS CMDTS TR I ACUSHS S&P G
2016-09-08,00439V888,OILU,ACUSH CMDTS TR I ACUSHS S&P GS
2017-03-14,00439W100,ACXA,ACCUREXA INC. COMMON STOCK
2020-07-23,00440P409,ACAVF,ACE AVIATION HLDGS INC COM SHS
2016-08-11,00441G309,VXUP,ACCUSHARES TR I
2016-06-23,00441G309,VXUPZZZZ,ACCUSHARES TR I
2016-08-11,00441G408,VXDN,ACCUSHARES TR I
2016-09-21,00441G408,VXDNXXXX,ACCUSHARES TR I
2016-06-23,00441G408,VXDNZZZZ,ACCUSHARES TR I
2020-07-13,4.44E+105,ANIOY,Acerinox SA Unsponsored ADR (S
2020-07-30,00444P108,ACER,ACER THERAPEUTICS INC. COMMON
2018-04-03,00444P116,ACERW,ACER THERAPEUTICS INC WT EXP 0
2020-07-31,00444T100,ACRX,ACELRX PHARMACEUTICALS INC COM
2020-01-23,00448Q201,ACHN,"ACHILLION PHARMACEUTICALS, INC"
2013-07-31,00461R102,MTIZ,"ACLOR INTERNATIONAL, INC. COMM"
2020-07-31,00461U105,ACRS,ACLARIS THERAPEUTICS INC COM
2020-07-31,00484M106,ACOR,ACORDA THERAPEUTICS INC
2018-10-04,00485J102,ACOL,ACOLOGY INC. COMMON STOCK
2020-07-31,00488M201,AQSP,ACQUIRED SALES CORP. COMMON ST
2013-07-12,00489C103,AQ,ACQUITY GROUP LTD SPONSORED AD
2017-06-30,00489F106,AIII,ACRE RLTY INVS INC COM ST (GA)
2020-07-31,00489Y402,ACRGF,ACREAGE HLDGS INC COM SUB VTG(
2016-12-01,00504W308,PIOI,ACTIVE POWER INC (NEW)
2013-04-25,00505Y105,AECFF,Action Energy Inc Ordinary Sha
2013-11-25,00506D100,ACTV,ACTIVE NETWORK INC
2016-12-22,5.07E+109,ACTS,ACTIONS SEMICONDUCTOR CO LTD A
2017-12-11,00507G102,ALIOY,ACTELION LTD ALLSCHWILL UNSPON
2013-09-30,00507K103,ACT,ACTAVIS INC COM STK (NV)
2013-10-11,00507K103,ACTXXXX,ACTAVIS INC COM STK (NV)
2020-07-30,00507V109,ATVI,ACTIVISION BLIZZARD INC COM ST
2020-07-31,00507W107,ATNM,"ACTINIUM PHARMACEUTICALS, INC."
